Equipment_ID,Base,Equipment_Type,Status,Last_Service,Next_Service,Fuel_Used,Operating_Hours,Maintenance_Cost,Spare_Parts,Readiness
EQ-2195,leh,Heavy Tactical Truck,Operational,2026-06-07,2026-08-06,299.0,103,16100,Available,97.0
EQ-1199,Kanpur,Heavy Tactical Truck,operational,2026-07-02,2026-08-31,427.0,177,"₹21,200",Available,96.2
EQ-2021,Lucknow,Heavy Tactical Truck,Operational,2026-07-10,2026-09-08,532.0,198,20700,Available,0.9660
EQ-1679,Siliguri,Tactical UAV Launcher,Operational,2026-07-12,2026-08-11,258.0,241,115600,Available,94%
EQ-1484,Lucknow,Heavy Tactical Truck,Operational,2026-07-02,2026-08-31,453.0,184,18000,Available,82.7
EQ-2233,Leh,Field Diesel Generator,Operational,2026-07-26,2026-09-09,357.0,254,"58,100 INR",Available,90.6
EQ-1222,Siliguri,Heavy Tactical Truck,Operational,2026-06-27,2026-08-26,222.0,90,"16,400 INR",Available,89.5
EQ-1488,Siliguri,Heavy Tactical Truck,Maintenance,2026-07-06,2026-09-04,318.0,126,29500,Available,54%
EQ-1128,JODHPUR,Armored Personnel Carrier (APC),Maintenance,2026-05-18,2026-08-16,834.0,166,"₹121,700",Low,0.5630
EQ-1544,Bhopal,Armored Personnel Carrier (APC),Operational,2026-07-28,2026-10-26,1260.0,267,82800,Available,82.3
EQ-1093,jODHPUR, Tactical UAV Launcher ,Maintenance,2026-07-05,2026-08-04,170.0,159,152800,,49%
EQ-1288,Jodhpur,Field_Diesel_Generator,Operational,14-07-2026,28-08-2026,446.0,295,72700,Low,91.4%
EQ-1029,Delhi,Artillery Tractor,Operational,2026-06-05,2026-08-19,622.0,164,57000,Available,0.8560
EQ-1092,Lucknow,Artillery Tractor,Maintenance,2026-06-11,2026-08-25,854.0,243,93100,Available,48%
EQ-1852,DELHI,Field Diesel Generator,Operational,2026-07-09,2026-08-23,335.0,226,62200,Low,84.3
EQ-1988,KANPUR,Field Diesel Generator,Operational,2026-06-18,2026-08-02,429.0,312,63000,Available,82.5
EQ-1578,JODHPUR,Mobile Radar Unit,Operational,25/06/2026,24/08/2026,528.0,233,153800,Available,97.4
EQ-1050,Kanpur,Field Diesel Generator,Operational,14-Jul-2026,28-Aug-2026,230.0,154,46500,Available,0.8700
EQ-1738,Delhi,Artillery Tractor,Operational,13/07/2026,26/09/2026,836.0,244,64900,Available,95.4
EQ-1714,Leh,Heavy Tactical Truck,Operational,2026-06-12,2026-08-11,509.0,192,"22,200 INR",Low,86.6
EQ-1098,LUCKNOW,Heavy Tactical Truck,Operational,06-08-2026,08-07-2026,532.0,186,17900,Available,96.4%
EQ-2074,dELHI,Mobile Radar Unit,Operational,2026-07-12,2026-09-10,290.0,130,118500,Available,97.8
EQ-1999,Leh,Armored Personnel Carrier (APC),Operational,2026-06-13,2026-09-11,778.0,166,73700,Critical Shortage,86.1
EQ-2028,Kanpur,Heavy Tactical Truck,operational,18/06/2026,17/08/2026,472.0,180,18700,Available,81.9
EQ-1356,dELHI, Artillery Tractor ,Operational,2026-06-22,2026-09-05,556.0,144,48700,,0.9710
EQ-1648,  Kanpur   , Armored Personnel Carrier (APC) ,Operational,2026-05-10,2026-08-08,863.0,192,75900,Available,91.0
EQ-1874,KANPUR,ARTILLERY TRACTOR,Operational,2026-07-07,2026-09-20,600.0,158,48000,Available,82.8
EQ-1184,LEH,Artillery Tractor,operational,2026-05-30,2026-08-13,850.0,219,53200,Low,96.8
EQ-2202,Kanpur,Field Diesel Generator,Operational,2026-07-10,2026-08-24,315.0,234,56100,Available,92.8
EQ-1607,Jodhpur,Artillery Tractor,Operational,2026-05-23,2026-08-06,516.0,156,48100,Available,95.5%
EQ-2062,Kanpur, Armored Personnel Carrier (APC) ,Operational,10-Jun-2026,08-Sep-2026,,52,52500,Available,97.2
EQ-1313,Bhopal,Armored Personnel Carrier (APC),Operational,2026-06-07,2026-09-05,1111.0,236,83300,Critical Shortage,94.3
EQ-2003,pune,Field Diesel Generator,Operational,2026-07-07,2026-08-21,387.0,263,Rs. 64100,Critical Shortage,91.0
EQ-1028,Delhi,Artillery Tractor,Operational,2026-07-01,2026-09-14,784.0,213,49300,Critical Shortage,96.4
EQ-1129,JODHPUR,Heavy Tactical Truck,Operational,2026-06-10,2026-08-09,499.0,179,18200,Available,98.9
EQ-1788,Jodhpur,Heavy Tactical Truck,Operational,2026-07-20,2026-09-18,547.0,195,21100,Available,96.1
EQ-1827,Kanpur,Heavy Tactical Truck,Operational,2026-06-18,2026-08-17,618.0,246,"₹19,300",Available,93%
EQ-1847,Delhi,Artillery Tractor,Operational,2026-07-28,2026-10-11,781.0,209,57700,Critical Shortage,88.5
EQ-1262,kanpur,Heavy Tactical Truck,operational,2026-06-20,2026-08-19,495.0,172,20500,Available,98.6
EQ-2208,delhi,field diesel generator,operational,2026-07-12,2026-08-26,304.0,220,60700,Available,90.6
EQ-2160,Leh,Heavy Tactical Truck,Operational,2026-06-03,2026-08-02,453.0,160,20800,Available,86%
EQ-1910,Jodhpur,Artillery Tractor,Operational,30-06-2026,13-09-2026,1033.0,303,68700,Low,93.3
EQ-1315,jodhpur,Tactical UAV Launcher,Operational,2026-07-05,2026-08-04,267.0,260,115300,Available,98.4
EQ-1260,dELHI,Armored Personnel Carrier (APC),Operational,2026-05-24,2026-08-22,1044.0,233,79200,Available,81%
EQ-1235,Lucknow,Tactical_UAV_Launcher,Maintenance,2026-07-16,2026-08-15,330.0,302,226100,Available,45.0
EQ-1740,LUCKNOW,Heavy Tactical Truck,Operational,2026-07-26,2026-09-24,612.0,220,Rs. 22200,Available,91.7
EQ-2226,Leh,Artillery Tractor,Operational,2026-08-03,2026-10-17,733.0,188,57700,Low,94.5
EQ-2042,lEH,Heavy Tactical Truck,Operational,2026-07-06,2026-09-04,371.0,154,19700,Available,98.9
EQ-1120,Leh,Armored Personnel Carrier (APC),Operational,01-Jul-2026,29-Sep-2026,1043.0,232,87400,Critical Shortage,86.7
EQ-1265,dELHI,Field Diesel Generator,Maintenance,2026-07-30,2026-09-13,320.0,244,76700,Available,47.4
EQ-1317,Siliguri,Armored Personnel Carrier (APC),operational,2026-06-12,2026-09-10,1092.0,229,Rs. 78200,Available,85.6
EQ-1810,Kanpur,Field Diesel Generator,maintenance,2026-07-30,2026-09-13,284.0,206,92500,Critical Shortage,67%
EQ-1242,LUCKNOW,Field Diesel Generator,Operational,2026-07-22,2026-09-05,345.0,253,Rs. 48500,Available,98.6
EQ-1253,Bhopal, Heavy Tactical Truck ,Maintenance,2026-07-26,2026-09-24,680.0,270,37600,Available,0.5880
EQ-1533,Siliguri,Field Diesel Generator,maintenance,19-06-2026,03-08-2026,358.0,256,72300,Critical Shortage,59%
EQ-1020,KANPUR,Field Diesel Generator,Maintenance,29-Jun-2026,13-Aug-2026,266.0,175,59200,Critical Shortage,57%
EQ-1974,Kanpur,ARMORED PERSONNEL CARRIER (APC),Operational,08-06-2026,06-09-2026,827.0,162,74400,Available,84.4
EQ-1795,Pune,Field Diesel Generator,operational,2026-07-22,2026-09-05,277.0,195,48400,Available,92.6
EQ-1152,Kanpur,Armored Personnel Carrier (APC),Maintenance,12-05-2026,10-08-2026,1139.0,212,98800,Available,59.9
EQ-1480,Leh,Tactical UAV Launcher,Operational,2026-07-01,2026-07-31,,250,112700,Low,83.7
EQ-1551,Bhopal,Tactical UAV Launcher,Operational,2026-08-03,2026-09-02,243.0,199,"₹103,600",Available,95.9
EQ-2022,Jodhpur,Armored Personnel Carrier (APC),Operational,2026-05-12,2026-08-10,857.0,166,"73,600 INR",Critical Shortage,91.5
EQ-1696,Kanpur,Field Diesel Generator,Maintenance,2026-06-01,2026-07-16,338.0,241,86200,Available,49.6
EQ-1620,Leh,Armored Personnel Carrier (APC),Operational,2026-06-13,2026-09-11,929.0,206,"84,600 INR",Low,85.9
EQ-1039,Delhi,ARMORED PERSONNEL CARRIER (APC),Operational,2026-05-11,2026-08-09,660.0,128,68800,Available,95.0
EQ-1086,Bhopal,Armored Personnel Carrier (APC),Operational,2026-05-28,2026-08-26,907.0,169,78200,Available,98.8
EQ-1065,Bhopal,Armored Personnel Carrier (APC),Operational,11-06-2026,09-09-2026,1056.0,235,85100,Available,86.3
EQ-1796,  Lucknow   ,Artillery Tractor,Operational,26-05-2026,09-08-2026,911.0,247,59600,Available,92.4
EQ-1959,Delhi, Field Diesel Generator ,out of service,04-Aug-2026,18-Sep-2026,414.0,294,144000,Available,15%
EQ-1905,Kanpur,Heavy Tactical Truck,Operational,2026-07-08,2026-09-06,477.0,183,17900,Available,80.7
EQ-1444,kanpur,Heavy Tactical Truck,Operational,2026-06-25,2026-08-24,435.0,170,17700,Available,84.1
EQ-1938,siliguri,Heavy Tactical Truck,Out of Service,2026-07-19,2026-09-17,,206,38600,Available,39.0
EQ-1491,Lucknow,Heavy Tactical Truck,Operational,2026-07-03,2026-09-01,495.0,174,18900,Available,96%
EQ-1686,Leh,HEAVY TACTICAL TRUCK,Maintenance,18-Jun-2026,17-Aug-2026,601.0,207,34000,Critical Shortage,62.9
EQ-1267,Leh,HEAVY TACTICAL TRUCK,Operational,2026-07-03,2026-09-01,,248,23700,Available,83.0
EQ-1437,Kanpur,Artillery Tractor,Operational,2026-06-04,2026-08-18,954.0,276,66700,Available,0.9300
EQ-2215,siliguri,Field Diesel Generator,Operational,2026-07-27,2026-09-10,358.0,242,55000,Available,98.5
EQ-1777,Pune,Heavy Tactical Truck,out of service,28-Jun-2026,27-Aug-2026,405.0,142,43100,Low,17.1
EQ-2130,Delhi,Artillery Tractor,Maintenance,2026-07-17,2026-09-30,802.0,211,92400,Available,49.4
EQ-1745,Siliguri,Armored Personnel Carrier (APC),Operational,2026-06-15,2026-09-13,1082.0,220,"₹89,600",Low,89.2
EQ-2078,Siliguri,MOBILE RADAR UNIT,Operational,02-Jun-2026,01-Aug-2026,376.0,173,"₹123,600",Available,86.8
EQ-1690,Siliguri,Heavy Tactical Truck,Operational,2026-06-12,2026-08-11,563.0,194,20000,Available,86.6
EQ-1644,Leh,Mobile Radar Unit,Operational,2026-07-20,2026-09-18,247.0,119,"₹117,800",Available,85.5
EQ-1365,Kanpur,Mobile Radar Unit,maintenance,2026-06-29,2026-08-28,547.0,229,"₹242,700",Low,51.6
EQ-1154,Siliguri,Field Diesel Generator,Operational,2026-07-18,2026-09-01,426.0,273,49400,Available,97%
EQ-2073,Kanpur,Heavy Tactical Truck,Out of Service,2026-06-23,2026-08-22,496.0,178,35400,,38.0
EQ-1840,kANPUR,Artillery Tractor,Maintenance,2026-04-30,2026-07-14,715.0,184,Rs. 99500,Critical Shortage,64.8
EQ-1079,Delhi,Heavy Tactical Truck,Operational,2026-06-16,2026-08-15,516.0,179,19400,Low,0.9190
EQ-1580,  Lucknow   ,Heavy Tactical Truck,Operational,15-06-2026,14-08-2026,621.0,226,23600,Available,97.0
EQ-1459,  Delhi   ,Field Diesel Generator,Operational,2026-07-08,2026-08-22,333.0,226,50800,Low,96.5%
EQ-2230,Bhopal,Armored Personnel Carrier (APC),Maintenance,2026-05-14,2026-08-12,1632.0,305,136300,Critical Shortage,64.1
EQ-1529,kanpur,HEAVY TACTICAL TRUCK,Operational,2026-07-02,2026-08-31,448.0,186,"20,000 INR",Available,0.9620
EQ-1922,Kanpur,Armored Personnel Carrier (APC),Maintenance,2026-07-25,2026-10-23,638.0,143,137200,,51.6
EQ-1719,Kanpur,MOBILE RADAR UNIT,Operational,2026-07-29,2026-09-27,432.0,176,"131,200 INR",Low,95.7
EQ-2026,Delhi, Armored Personnel Carrier (APC) ,operational,2026-07-13,2026-10-11,1103.0,216,88300,Available,99%
EQ-1526,Lucknow,Armored Personnel Carrier (APC),Operational,05-22-2026,08-20-2026,540.0,104,69700,Available,0.8730
EQ-1169,jodhpur,Heavy Tactical Truck,Operational,2026-07-18,2026-09-16,461.0,163,"18,100 INR",Available,88.7
EQ-1622,kANPUR,artillery tractor,operational,2026-05-26,2026-08-09,797.0,218,56000,Available,90.4
EQ-1518,Leh,Heavy Tactical Truck,operational,02/07/2026,31/08/2026,357.0,131,15900,Low,83.0
EQ-1855,kanpur,Armored Personnel Carrier (APC),Operational,2026-05-29,2026-08-27,1207.0,266,96000,Critical Shortage,93.2
EQ-1672,Leh, Armored Personnel Carrier (APC) ,maintenance,2026-06-29,2026-09-27,430.0,91,93600,Available,50.6
EQ-1882,Leh,Heavy Tactical Truck,Out of Service,2026-07-25,2026-09-23,406.0,151,Rs. 33000,Available,24.0%
EQ-1883,Lucknow,Field Diesel Generator,Operational,2026-07-23,2026-09-06,355.0,230,55500,Available,97.3
EQ-2132,JODHPUR,Tactical UAV Launcher,Operational,2026-08-02,2026-09-01,243.0,216,107800,Available,96.1
EQ-1244,Delhi,Heavy Tactical Truck,Operational,2026-08-04,2026-10-03,599.0,213,22900,Low,88.1
EQ-1851,  Leh   ,Armored Personnel Carrier (APC),Operational,2026-05-05,2026-08-03,776.0,163,78200,Available,90.4
EQ-2166,Bhopal,Heavy Tactical Truck,Operational,2026-07-02,2026-08-31,764.0,284,21000,Available,88.7
EQ-2020,Kanpur,Tactical UAV Launcher,Operational,2026-08-01,2026-08-31,246.0,216,110900,Available,0.8600
EQ-1871,Siliguri, Armored Personnel Carrier (APC) ,Operational,2026-07-01,2026-09-29,846.0,186,67600,Available,82.7
EQ-1241,Delhi,Heavy Tactical Truck,Operational,2026-07-18,2026-09-16,381.0,139,18100,Critical Shortage,81.3
EQ-1941,DELHI,Armored Personnel Carrier (APC),Operational,2026-07-30,2026-10-28,614.0,130,70600,Available,92.5
EQ-1949,Lucknow,Armored Personnel Carrier (APC),Operational,01-Jul-2026,29-Sep-2026,989.0,192,85100,Available,85%
EQ-1975,Delhi,Heavy_Tactical_Truck,Operational,2026-06-27,2026-08-26,425.0,154,18800,Available,97.1
EQ-1439,Pune,Tactical UAV Launcher,Maintenance,2026-07-21,2026-08-20,126.0,109,"₹135,700",Available,51.6
EQ-1982,  Bhopal   ,field diesel generator,operational,2026-06-19,2026-08-03,430.0,285,63000,Low,98.1
EQ-1448,Siliguri,Field_Diesel_Generator,Operational,2026-06-19,2026-08-03,264.0,203,"42,000 INR",Available,84.7
EQ-1530,Jodhpur,Heavy Tactical Truck,Operational,2026-06-27,2026-08-26,324.0,134,19800,Available,94%
EQ-1562,Kanpur,Heavy Tactical Truck,Operational,2026-07-11,2026-09-09,714.0,268,22000,Available,98.3
EQ-1701,Kanpur,Heavy Tactical Truck,Maintenance,2026-06-19,2026-08-18,426.0,151,36300,Available,62.5
EQ-1308,Lucknow,Heavy Tactical Truck,Operational,2026-07-30,2026-09-28,422.0,148,"₹16,600",Available,95%
EQ-1182,Kanpur,Armored_Personnel_Carrier_(APC),Operational,2026-07-13,2026-10-11,782.0,152,77100,Available,91%
EQ-2040,Leh,Field Diesel Generator,Operational,09-Jul-2026,23-Aug-2026,475.0,322,"69,200 INR",Low,81.9
EQ-1314,pune,Heavy Tactical Truck,Operational,2026-07-15,2026-09-13,555.0,211,"20,300 INR",Low,92.5
EQ-1559,Delhi,Artillery Tractor,operational,27/06/2026,10/09/2026,757.0,214,52700,Low,0.8100
EQ-1033,Siliguri,Field Diesel Generator,operational,2026-07-08,2026-08-22,349.0,259,Rs. 59600,Available,95.7
EQ-2117,Lucknow,Tactical UAV Launcher,Operational,2026-07-01,2026-07-31,353.0,315,106600,Low,98.2
EQ-1149,  Lucknow   ,Mobile Radar Unit,Operational,2026-06-07,2026-08-06,477.0,221,141100,Available,98.0
EQ-1998,Leh,Tactical UAV Launcher,Operational,2026-07-01,2026-07-31,276.0,227,113200,Available,88.0
EQ-2084,Bhopal,Armored_Personnel_Carrier_(APC),Operational,2026-08-05,2026-11-03,1507.0,298,Rs. 95600,Low,0.8920
EQ-1150,Delhi,Heavy Tactical Truck,Operational,2026-07-06,2026-09-04,507.0,188,20300,Available,90.4
EQ-1598,Bhopal,Armored Personnel Carrier (APC),Operational,22-Jun-2026,20-Sep-2026,736.0,146,76200,Available,84.9
EQ-1741,Jodhpur,Armored Personnel Carrier (APC),Operational,2026-08-04,2026-11-02,488.0,102,68300,Available,84.9
EQ-1512,Jodhpur,Field Diesel Generator,Operational,2026-07-22,2026-09-05,377.0,256,54600,Available,92.6
EQ-1205,Jodhpur,Field Diesel Generator,Operational,2026-06-20,2026-08-04,250.0,177,50900,Available,92.6
EQ-1509,Lucknow,Field Diesel Generator,Operational,07-03-2026,08-17-2026,382.0,262,53500,Available,85.5
EQ-1606,Leh,Field Diesel Generator,Operational,07-19-2026,09-02-2026,560.0,372,77500,Low,96.6
EQ-1125,Kanpur,Heavy Tactical Truck,Operational,2026-06-16,2026-08-15,544.0,201,19000,,88.5
EQ-1221,Delhi,TACTICAL UAV LAUNCHER,Operational,2026-07-12,2026-08-11,340.0,310,111200,Available,87.4
EQ-1665,  Kanpur   , Field Diesel Generator ,Out of Service,2026-06-07,2026-07-22,339.0,217,100900,Low,15.5
EQ-1326,Bhopal,Heavy Tactical Truck,Operational,2026-07-26,2026-09-24,320.0,120,"19,200 INR",Low,81.1
EQ-1192,Bhopal,Field Diesel Generator,Out of Service,2026-06-24,2026-08-08,472.0,311,127500,Low,34.1
EQ-1511,Lucknow,Mobile Radar Unit,Out of Service,21-06-2026,20-08-2026,488.0,208,272700,Available,38%
EQ-1261,Leh,Field Diesel Generator,Operational,2026-06-27,2026-08-11,301.0,204,"₹50,200",Low,0.9500
EQ-1011,Kanpur,Mobile Radar Unit,Operational,2026-07-07,2026-09-05,405.0,171,Rs. 120900,Available,92.5
EQ-1334,Lucknow,Artillery Tractor,Operational,2026-08-02,2026-10-16,605.0,161,46400,Low,97.1
EQ-1906,Kanpur,Field Diesel Generator,Operational,2026-07-25,2026-09-08,404.0,262,59300,Critical Shortage,97%
EQ-1712,Kanpur,Armored Personnel Carrier (APC),Operational,2026-05-14,2026-08-12,971.0,190,71300,Low,91.0
EQ-2098,BHOPAL,Armored Personnel Carrier (APC),Operational,2026-06-09,2026-09-07,480.0,95,"58,200 INR",Available,84.2
EQ-1811,Siliguri,Field Diesel Generator,Maintenance,2026-07-05,2026-08-19,362.0,248,"83,700 INR",Low,48.4
EQ-2092,Lucknow,Field Diesel Generator,Operational,2026-07-18,2026-09-01,380.0,257,61700,Available,85.5
EQ-2127,Lucknow,Heavy Tactical Truck,Operational,07-28-2026,09-26-2026,459.0,188,"₹17,900",Available,94.7
EQ-2123,Lucknow,Heavy Tactical Truck,Operational,2026-07-09,2026-09-07,492.0,203,21500,Available,0.9420
EQ-2111,Lucknow,Armored Personnel Carrier (APC),Operational,02-08-2026,31-10-2026,934.0,185,72200,Available,96.9
EQ-2068,Leh,Heavy Tactical Truck,operational,15-Jun-2026,14-Aug-2026,599.0,227,22400,,95.6
EQ-1894,Delhi,Heavy Tactical Truck,Operational,2026-08-01,2026-09-30,641.0,227,23200,Available,0.9150
EQ-2015,jodhpur,Artillery Tractor,Maintenance,2026-06-19,2026-09-02,922.0,281,111000,Available,62.1
EQ-2114,Lucknow,Heavy Tactical Truck,Operational,2026-06-07,2026-08-06,,197,19500,Low,95.0
EQ-1179,Lucknow,Tactical UAV Launcher,Out of Service,12-07-2026,11-08-2026,201.0,181,175600,Available,20.1
EQ-1445,Delhi,Artillery Tractor,Operational,2026-05-20,2026-08-03,466.0,129,Rs. 50400,Available,82.5
EQ-1849,Kanpur,Field Diesel Generator,Maintenance,07-06-2026,22-07-2026,317.0,221,100000,Available,58.7
EQ-1121,Kanpur,Armored Personnel Carrier (APC),Operational,2026-06-23,2026-09-21,1087.0,234,"₹91,300",Available,88%
EQ-2112,Leh,Tactical UAV Launcher,Operational,2026-07-20,2026-08-19,243.0,205,95300,Available,88.3
EQ-1343,Lucknow,Field Diesel Generator,Operational,2026-07-09,2026-08-23,369.0,274,54100,Available,94.8
EQ-2219,pune,Field Diesel Generator,Operational,2026-07-01,2026-08-15,313.0,209,45200,Low,92.8
EQ-1118,Lucknow,Heavy Tactical Truck,Operational,2026-06-20,2026-08-19,311.0,122,15600,Available,88.1
EQ-2095,JODHPUR,artillery tractor,operational,2026-06-11,2026-08-25,820.0,231,54200,Available,83.5
EQ-2143,Pune,Tactical UAV Launcher,Operational,2026-07-23,2026-08-22,195.0,187,91300,Available,0.8420
EQ-1236,Bhopal,Mobile Radar Unit,Operational,2026-06-24,2026-08-23,554.0,226,"₹131,200",Available,93.6
EQ-2056,Bhopal,Field Diesel Generator,Operational,09-Jul-2026,23-Aug-2026,285.0,219,"₹52,000",Available,94.1
EQ-2087,Delhi,Field Diesel Generator,operational,2026-07-15,2026-08-29,495.0,321,"61,500 INR",Low,97.1%
EQ-1799,kANPUR,Armored Personnel Carrier (APC),Operational,2026-05-16,2026-08-14,876.0,196,84400,,93.3
EQ-1053,  Bhopal   ,Field Diesel Generator,operational,2026-07-21,2026-09-04,332.0,219,53600,Available,82%
EQ-1486,Lucknow,Field Diesel Generator,maintenance,30/07/2026,13/09/2026,267.0,174,87000,Low,54.8
EQ-1469,Bhopal,ARTILLERY TRACTOR,Operational,2026-06-23,2026-09-06,551.0,168,52700,Critical Shortage,98.6
EQ-1135,SILIGURI,Armored Personnel Carrier (APC),Maintenance,2026-07-07,2026-10-05,675.0,149,134100,Low,66.4
EQ-1775,  Leh   ,Field Diesel Generator,Operational,25/06/2026,09/08/2026,416.0,297,53100,Low,89.6
EQ-1124,Delhi,Field Diesel Generator,Operational,2026-07-20,2026-09-03,,175,50200,Available,88.5
EQ-1360,DELHI,Tactical UAV Launcher,Operational,2026-07-30,2026-08-29,156.0,153,Rs. 97700,Available,0.8160
EQ-1992,Pune,Heavy Tactical Truck,Operational,2026-07-02,2026-08-31,225.0,83,16400,Critical Shortage,80.3
EQ-1022,Kanpur,Heavy Tactical Truck,Operational,2026-07-07,2026-09-05,431.0,164,20800,Available,95.0
EQ-1413,Bhopal,Heavy Tactical Truck,Maintenance,2026-07-22,2026-09-20,262.0,105,27900,Available,51%
EQ-1866,Lucknow,Artillery Tractor,Operational,2026-06-21,2026-09-04,599.0,175,56800,Available,81.8
EQ-1689,Siliguri,Mobile Radar Unit,Maintenance,2026-07-11,2026-09-09,549.0,230,233400,Critical Shortage,46%
EQ-1802,  Jodhpur   ,Heavy_Tactical_Truck,Operational,2026-08-05,2026-10-04,398.0,151,"₹16,400",Available,88.5
EQ-1234,Kanpur,Heavy Tactical Truck,Out of Service,2026-08-02,2026-10-01,421.0,145,36600,Available,41.2
EQ-1972,siliguri,Heavy Tactical Truck,Operational,2026-07-31,2026-09-29,345.0,144,19800,Available,92.6
EQ-1920,Lucknow,Artillery Tractor,Operational,12-Jul-2026,25-Sep-2026,730.0,204,53600,Available,93.3
EQ-1647,bhopal,Tactical UAV Launcher,Operational,2026-07-20,2026-08-19,,60,80100,Available,85.7
EQ-2250,dELHI,Heavy Tactical Truck,Maintenance,07-07-2026,05-09-2026,274.0,104,Rs. 28400,Critical Shortage,49.8
EQ-1119,jODHPUR,Mobile Radar Unit,Operational,2026-07-03,2026-09-01,519.0,252,139700,Available,81.5
EQ-1367,Bhopal, Mobile Radar Unit ,Maintenance,2026-08-03,2026-10-02,436.0,206,198100,Critical Shortage,52.8
EQ-1456,Kanpur,Mobile_Radar_Unit,Out of Service,14-05-2026,13-07-2026,367.0,155,236300,Low,35.8
EQ-1797,Lucknow,Heavy Tactical Truck,Out of Service,2026-07-19,2026-09-17,426.0,173,30600,Available,0.1740
EQ-1016,Lucknow,Armored Personnel Carrier (APC),Operational,2026-06-25,2026-09-23,766.0,166,69700,Available,96.7
EQ-1426,Siliguri,Heavy Tactical Truck,Operational,02-08-2026,01-10-2026,686.0,236,21900,Low,86.4
EQ-1397,bHOPAL,Mobile Radar Unit,Operational,2026-08-05,2026-10-04,264.0,109,"127,900 INR",Available,83.1
EQ-1040,Kanpur, Armored Personnel Carrier (APC) ,Maintenance,2026-05-03,2026-08-01,1063.0,204,"162,700 INR",Available,47.1
EQ-1325,Delhi,Heavy Tactical Truck,Operational,2026-06-15,2026-08-14,342.0,129,17400,Available,97.1
EQ-1346,Delhi,Artillery Tractor,operational,05/07/2026,18/09/2026,782.0,206,56000,Available,92.7
EQ-1467,Bhopal,Tactical UAV Launcher,Operational,2026-07-10,2026-08-09,270.0,225,"94,400 INR",Critical Shortage,84.1
EQ-1526,Lucknow,Armored Personnel Carrier (APC),Operational,05-22-2026,08-20-2026,540.0,104,69700,Available,0.8730
EQ-2081,Lucknow,HEAVY TACTICAL TRUCK,Operational,2026-06-02,2026-08-01,416.0,159,20700,Available,84.0
EQ-2237,Jodhpur,heavy tactical truck,Operational,2026-07-04,2026-09-02,672.0,250,"₹19,400",Available,90.0
EQ-1091,Jodhpur,Armored Personnel Carrier (APC),Maintenance,19-Jun-2026,17-Sep-2026,952.0,199,137300,Critical Shortage,55.3
EQ-2151,Bhopal,Armored Personnel Carrier (APC),operational,2026-06-04,2026-09-02,,145,"72,200 INR",Available,81.5
EQ-1914,Bhopal,Artillery Tractor,operational,2026-07-22,2026-10-05,913.0,273,63300,Critical Shortage,95.6
EQ-1380,Delhi,Artillery Tractor,Operational,2026-08-01,2026-10-15,569.0,154,50200,Available,86.7
EQ-1983,Lucknow, Field Diesel Generator ,Operational,08-07-2026,22-08-2026,278.0,201,47400,Available,90.0
EQ-1030,siliguri,Heavy Tactical Truck,Operational,2026-06-28,2026-08-27,464.0,161,21000,Available,82.2
EQ-2012,Lucknow,Heavy Tactical Truck,Operational,2026-07-01,2026-08-30,493.0,183,"18,700 INR",Low,83.7
EQ-1212,Lucknow,FIELD DIESEL GENERATOR,Operational,2026-07-09,2026-08-23,512.0,328,75600,Available,83.7
EQ-1282,LUCKNOW,Field Diesel Generator,Operational,2026-08-02,2026-09-16,428.0,299,52600,Available,98.7
EQ-1042,  Jodhpur   ,Heavy Tactical Truck,Maintenance,08-Jul-2026,06-Sep-2026,524.0,182,38300,Low,66.4
EQ-2065,Lucknow,Heavy Tactical Truck,Operational,2026-07-11,2026-09-09,451.0,158,20300,Available,93%
EQ-1784,delhi,Armored Personnel Carrier (APC),Operational,2026-07-11,2026-10-09,1039.0,225,"₹86,700",Available,94.7
EQ-1076,delhi,Mobile Radar Unit,Operational,2026-06-08,2026-08-07,494.0,236,Rs. 128100,Low,98.2
EQ-1857,Delhi,Artillery Tractor,Operational,10-07-2026,23-09-2026,531.0,153,47200,Available,98.3
EQ-1088,Lucknow,Artillery Tractor,Operational,2026-07-08,2026-09-21,795.0,211,"58,100 INR",Low,95.5
EQ-1819,Jodhpur,Artillery Tractor,Operational,2026-06-19,2026-09-02,673.0,199,"₹57,000",,85.1
EQ-2029,Jodhpur,Field Diesel Generator,Operational,2026-07-11,2026-08-25,436.0,296,55400,Low,84%
EQ-2055,Jodhpur,Mobile Radar Unit,operational,2026-07-19,2026-09-17,404.0,167,141100,Available,0.8030
EQ-1980,KANPUR,Artillery Tractor,maintenance,27/07/2026,10/10/2026,768.0,233,93100,Available,52.0
EQ-1017,Leh, Field Diesel Generator ,Operational,2026-07-26,2026-09-09,299.0,199,"₹58,000",Available,93.6
EQ-1937,kANPUR,Armored Personnel Carrier (APC),Operational,05-29-2026,08-27-2026,660.0,143,62300,Available,98%
EQ-2051,bhopal,Artillery Tractor,Operational,11-06-2026,25-08-2026,618.0,163,54900,Available,91.2
EQ-2246,Lucknow,ARMORED PERSONNEL CARRIER (APC),Operational,2026-06-20,2026-09-18,643.0,133,70500,Available,0.8660
EQ-1291,kanpur,Artillery Tractor,Operational,2026-08-03,2026-10-17,,184,57900,Low,87.3
EQ-2196,Siliguri,Field Diesel Generator,Operational,29-Jul-2026,12-Sep-2026,383.0,286,59300,Available,89.0
